date,home,score,away,home_score,away_score
22/01/2016 , Mogadishu City Club ,2 : 0, Jeenyo  FC ,2.0,0.0
25/01/2016 , Dekedda SC ,2 : 2, Badbaado FC ,2.0,2.0
26/01/2016 , Sahafi FC ,2 : 0, Elman FC ,2.0,0.0
27/01/2016 , Horseed S.C ,0 : 2, Gaadiidka FC ,0.0,2.0
28/01/2016 , Waxool FC ,1 : 2, Jeenyo  FC ,1.0,2.0
29/01/2016 , Heegan S.C ,0 : 0, Mogadishu City Club ,0.0,0.0
01/02/2016 , Elman FC ,0 : 1, Dekedda SC ,0.0,1.0
02/02/2016 , Badbaado FC ,0 : 2, Gaadiidka FC ,0.0,2.0
03/02/2016 , Sahafi FC ,1 : 3, Jeenyo  FC ,1.0,3.0
04/02/2016 , Horseed S.C ,0 : 0, Mogadishu City Club ,0.0,0.0
05/02/2016 , Waxool FC ,0 : 2, Heegan S.C ,0.0,2.0
08/02/2016 , Dekedda SC ,1 : 1, Gaadiidka FC ,1.0,1.0
09/02/2016 , Elman FC ,1 : 1, Jeenyo  FC ,1.0,1.0
10/02/2016 , Badbaado FC ,0 : 6, Mogadishu City Club ,0.0,6.0
11/02/2016 , Sahafi FC ,0 : 2, Heegan S.C ,0.0,2.0
12/02/2016 , Horseed S.C ,3 : 1, Waxool FC ,3.0,1.0
15/02/2016 , Jeenyo  FC ,3 : 1, Dekedda SC ,3.0,1.0
16/02/2016 , Gaadiidka FC ,0 : 2, Mogadishu City Club ,0.0,2.0
17/02/2016 , Elman FC ,1 : 1, Heegan S.C ,1.0,1.0
18/02/2016 , Badbaado FC ,1 : 4, Waxool FC ,1.0,4.0
19/02/2016 , Sahafi FC ,2 : 3, Horseed S.C ,2.0,3.0
22/02/2016 , Dekedda SC ,1 : 1, Mogadishu City Club ,1.0,1.0
23/02/2016 , Jeenyo  FC ,2 : 2, Heegan S.C ,2.0,2.0
24/02/2016 , Gaadiidka FC ,2 : 1, Waxool FC ,2.0,1.0
25/02/2016 , Elman FC ,0 : 3, Horseed S.C ,0.0,3.0
26/02/2016 , Badbaado FC ,2 : 3, Sahafi FC ,2.0,3.0
03/03/2016 , Heegan S.C ,3 : 0, Dekedda SC ,3.0,0.0
04/03/2016 , Waxool FC ,1 : 2, Mogadishu City Club ,1.0,2.0
07/03/2016 , Horseed S.C ,1 : 3, Jeenyo  FC ,1.0,3.0
08/03/2016 , Sahafi FC ,1 : 1, Gaadiidka FC ,1.0,1.0
09/03/2016 , Badbaado FC ,1 : 2, Elman FC ,1.0,2.0
10/03/2016 , Dekedda SC ,2 : 1, Waxool FC ,2.0,1.0
11/03/2016 , Horseed S.C ,1 : 2, Heegan S.C ,1.0,2.0
14/03/2016 , Sahafi FC ,0 : 6, Mogadishu City Club ,0.0,6.0
15/03/2016 , Badbaado FC ,0 : 7, Jeenyo  FC ,0.0,7.0
16/03/2016 , Elman FC ,0 : 1, Gaadiidka FC ,0.0,1.0
17/03/2016 , Horseed S.C ,2 : 2, Dekedda SC ,2.0,2.0
18/03/2016 , Sahafi FC ,1 : 1, Waxool FC ,1.0,1.0
21/03/2016 , Badbaado FC ,1 : 8, Heegan S.C ,1.0,8.0
22/03/2016 , Elman FC ,1 : 1, Mogadishu City Club ,1.0,1.0
23/03/2016 , Gaadiidka FC ,1 : 2, Jeenyo  FC ,1.0,2.0
24/03/2016 , Dekedda SC ,4 : 1, Sahafi FC ,4.0,1.0
25/03/2016 , Badbaado FC ,2 : 3, Horseed S.C ,2.0,3.0
28/03/2016 , Elman FC ,3 : 0, Waxool FC ,3.0,0.0
29/03/2016 , Gaadiidka FC ,0 : 0, Heegan S.C ,0.0,0.0
08/04/2016 , Jeenyo  FC ,2 : 3, Mogadishu City Club ,2.0,3.0
11/04/2016 , Badbaado FC ,0 : 2, Dekedda SC ,0.0,2.0
12/04/2016 , Elman FC ,2 : 1, Sahafi FC ,2.0,1.0
13/04/2016 , Gaadiidka FC ,0 : 0, Horseed S.C ,0.0,0.0
14/04/2016 , Jeenyo  FC ,4 : 1, Waxool FC ,4.0,1.0
15/04/2016 , Mogadishu City Club ,1 : 1, Heegan S.C ,1.0,1.0
26/04/2016 , Dekedda SC ,3 : 0, Elman FC ,3.0,0.0
27/04/2016 , Gaadiidka FC ,2 : 0, Badbaado FC ,2.0,0.0
28/04/2016 , Jeenyo  FC ,1 : 0, Sahafi FC ,1.0,0.0
29/04/2016 , Mogadishu City Club ,2 : 0, Horseed S.C ,2.0,0.0
30/04/2016 , Heegan S.C ,4 : 1, Waxool FC ,4.0,1.0
01/05/2016 , Gaadiidka FC ,0 : 1, Dekedda SC ,0.0,1.0
02/05/2016 , Jeenyo  FC ,0 : 0, Elman FC ,0.0,0.0
03/05/2016 , Mogadishu City Club ,4 : 0, Badbaado FC ,4.0,0.0
04/05/2016 , Heegan S.C ,2 : 2, Sahafi FC ,2.0,2.0
05/05/2016 , Waxool FC ,2 : 1, Horseed S.C ,2.0,1.0
06/05/2016 , Dekedda SC ,1 : 0, Jeenyo  FC ,1.0,0.0
07/05/2016 , Mogadishu City Club ,2 : 1, Gaadiidka FC ,2.0,1.0
08/05/2016 , Heegan S.C ,0 : 0, Elman FC ,0.0,0.0
09/05/2016 , Waxool FC ,1 : 1, Badbaado FC ,1.0,1.0
10/05/2016 , Horseed S.C ,2 : 1, Sahafi FC ,2.0,1.0
11/05/2016 , Mogadishu City Club ,0 : 0, Dekedda SC ,0.0,0.0
12/05/2016 , Heegan S.C ,1 : 1, Jeenyo  FC ,1.0,1.0
13/05/2016 , Waxool FC ,3 : 2, Gaadiidka FC ,3.0,2.0
14/05/2016 , Horseed S.C ,2 : 0, Elman FC ,2.0,0.0
15/05/2016 , Sahafi FC ,12 : 1, Badbaado FC ,12.0,1.0
18/11/2016 , Heegan S.C ,0 : 2, Elman FC ,0.0,2.0
20/11/2016 , Gaadiidka FC ,2 : 2, Jeenyo  FC ,2.0,2.0
21/11/2016 , Jazeera SC ,1 : 3, Mogadishu City Club ,1.0,3.0
22/11/2016 , Bariga Dhexe ,1 : 3, Dekedda SC ,1.0,3.0
23/11/2016 , Horseed S.C ,2 : 1, Waxool FC ,2.0,1.0
24/11/2016 , Jeenyo  FC ,1 : 1, Heegan S.C ,1.0,1.0
25/11/2016 , Elman FC ,1 : 2, Mogadishu City Club ,1.0,2.0
26/11/2016 , Gaadiidka FC ,1 : 1, Dekedda SC ,1.0,1.0
29/11/2016 , Jazeera SC ,1 : 4, Waxool FC ,1.0,4.0
29/11/2016 , Bariga Dhexe ,1 : 1, Horseed S.C ,1.0,1.0
13/02/2017 , Heegan S.C ,0 : 0, Mogadishu City Club ,0.0,0.0
13/02/2017 , Jeenyo  FC ,2 : 2, Dekedda SC ,2.0,2.0
14/02/2017 , Elman FC ,5 : 2, Waxool FC ,5.0,2.0
14/02/2017 , Gaadiidka FC ,1 : 1, Horseed S.C ,1.0,1.0
16/02/2017 , Jazeera SC ,0 : 2, Bariga Dhexe ,0.0,2.0
16/02/2017 , Dekedda SC ,1 : 1, Heegan S.C ,1.0,1.0
17/02/2017 , Mogadishu City Club ,3 : 0, Waxool FC ,3.0,0.0
17/02/2017 , Jeenyo  FC ,1 : 0, Horseed S.C ,1.0,0.0
20/02/2017 , Gaadiidka FC ,7 : 0, Jazeera SC ,7.0,0.0
20/02/2017 , Elman FC ,4 : 0, Bariga Dhexe ,4.0,0.0
21/02/2017 , Heegan S.C ,2 : 0, Waxool FC ,2.0,0.0
21/02/2017 , Dekedda SC ,1 : 2, Horseed S.C ,1.0,2.0
23/02/2017 , Mogadishu City Club ,5 : 1, Bariga Dhexe ,5.0,1.0
23/02/2017 , Jeenyo  FC ,2 : 2, Jazeera SC ,2.0,2.0
24/02/2017 , Horseed S.C ,2 : 1, Heegan S.C ,2.0,1.0
24/02/2017 , Elman FC ,3 : 1, Gaadiidka FC ,3.0,1.0
27/02/2017 , Dekedda SC ,6 : 0, Jazeera SC ,6.0,0.0
27/02/2017 , Waxool FC ,0 : 1, Bariga Dhexe ,0.0,1.0
28/02/2017 , Mogadishu City Club ,2 : 1, Gaadiidka FC ,2.0,1.0
28/02/2017 , Jeenyo  FC ,1 : 1, Elman FC ,1.0,1.0
02/03/2017 , Heegan S.C ,1 : 2, Bariga Dhexe ,1.0,2.0
02/03/2017 , Horseed S.C ,2 : 0, Jazeera SC ,2.0,0.0
03/03/2017 , Waxool FC ,0 : 4, Gaadiidka FC ,0.0,4.0
03/03/2017 , Dekedda SC ,0 : 0, Elman FC ,0.0,0.0
06/03/2017 , Mogadishu City Club ,2 : 2, Jeenyo  FC ,2.0,2.0
06/03/2017 , Jazeera SC ,1 : 2, Heegan S.C ,1.0,2.0
07/03/2017 , Bariga Dhexe ,0 : 6, Gaadiidka FC ,0.0,6.0
07/03/2017 , Horseed S.C ,1 : 1, Elman FC ,1.0,1.0
09/03/2017 , Waxool FC ,0 : 5, Jeenyo  FC ,0.0,5.0
09/03/2017 , Dekedda SC ,1 : 0, Mogadishu City Club ,1.0,0.0
10/03/2017 , Jazeera SC ,0 : 7, Elman FC ,0.0,7.0
10/03/2017 , Heegan S.C ,1 : 0, Gaadiidka FC ,1.0,0.0
13/03/2017 , Bariga Dhexe ,1 : 5, Jeenyo  FC ,1.0,5.0
13/03/2017 , Horseed S.C ,0 : 3, Mogadishu City Club ,0.0,3.0
14/03/2017 , Waxool FC ,1 : 7, Dekedda SC ,1.0,7.0
20/03/2017 , Elman FC ,0 : 0, Heegan S.C ,0.0,0.0
20/03/2017 , Jeenyo  FC ,1 : 1, Gaadiidka FC ,1.0,1.0
21/03/2017 , Mogadishu City Club ,3 : 1, Jazeera SC ,3.0,1.0
21/03/2017 , Dekedda SC ,3 : 0, Bariga Dhexe ,3.0,0.0
23/03/2017 , Mogadishu City Club ,0 : 1, Elman FC ,0.0,1.0
23/03/2017 , Dekedda SC ,2 : 1, Gaadiidka FC ,2.0,1.0
23/03/2017 , Waxool FC ,0 : 0, Horseed S.C ,0.0,0.0
23/03/2017 , Heegan S.C ,4 : 3, Jeenyo  FC ,4.0,3.0
27/03/2017 , Horseed S.C ,0 : 0, Bariga Dhexe ,0.0,0.0
27/03/2017 , Waxool FC ,1 : 2, Jazeera SC ,1.0,2.0
27/03/2017 , Mogadishu City Club ,0 : 1, Heegan S.C ,0.0,1.0
27/03/2017 , Dekedda SC ,4 : 0, Jeenyo  FC ,4.0,0.0
30/03/2017 , Waxool FC ,0 : 2, Elman FC ,0.0,2.0
30/03/2017 , Horseed S.C ,2 : 1, Gaadiidka FC ,2.0,1.0
31/03/2017 , Bariga Dhexe ,0 : 1, Jazeera SC ,0.0,1.0
08/05/2017 , Heegan S.C ,0 : 2, Dekedda SC ,0.0,2.0
09/05/2017 , Waxool FC ,2 : 1, Mogadishu City Club ,2.0,1.0
11/05/2017 , Horseed S.C ,1 : 0, Jeenyo  FC ,1.0,0.0
12/05/2017 , Bariga Dhexe ,0 : 6, Elman FC ,0.0,6.0
